District Number,DistrictName,School Number,Name,"Level (E=Elementary, M=Middle, H=High)",Region,Rural Designation (2019),"Year on Accountability Clock (as of July 1, 2019)",Total_Percent_Points,Final_Rating _2019,"Year on Accountability Clock (as of December 11, 2019)",Notes (2010-2019)
470,St Vrain Valley RE1J,7565,St. Vrain Community Montessori School,EM,NORTH CENTRAL REGION,Not Rural,,62.5,Insufficient State Data: Low Participation,,"2010  Insufficient state evidence, deferred to district rating; 2018, 2019 Approved request to reconsider"
470,St Vrain Valley RE1J,7839,St. Vrain Global Online Academy,H,NORTH CENTRAL REGION,Not Rural,,77.14,AEC: Performance Plan,,2017 Approved for retroactive AEC Status
470,St Vrain Valley RE1J,5286,Sunset Middle School,M,NORTH CENTRAL REGION,Not Rural,,49.9,Improvement Plan: Low Participation,,
470,St Vrain Valley RE1J,3192,Thunder Valley PK-8,EM,NORTH CENTRAL REGION,Not Rural,,43.3,Improvement Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,6010,Timberline PK-8,EM,NORTH CENTRAL REGION,Not Rural,Year 1,39.2,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,"2013 New school, deferred to district rating, 2014 Denied request to reconsider"
470,St Vrain Valley RE1J,8903,Trail Ridge Middle School,M,NORTH CENTRAL REGION,Not Rural,,46.2,Improvement Plan: Low Participation,,
470,St Vrain Valley RE1J,8927,Twin Peaks Charter Academy,EMH,NORTH CENTRAL REGION,Not Rural,,75.2,Performance Plan: Meets 95% Participation,,
470,St Vrain Valley RE1J,9430,Westview Middle School,M,NORTH CENTRAL REGION,Not Rural,,82,Performance Plan: Low Participation,,
2770,Steamboat Springs RE-2,6363,North Routt Charter School,EM,NORTHWEST REGION,Rural,,82.8,Performance Plan: Meets 95% Participation,,
2770,Steamboat Springs RE-2,8208,Soda Creek Elementary School,E,NORTHWEST REGION,Rural,,85.4,Performance Plan: Meets 95% Participation,,
2770,Steamboat Springs RE-2,8212,Steamboat Springs High School,H,NORTHWEST REGION,Rural,,77.9,Performance Plan: Meets 95% Participation,,
2770,Steamboat Springs RE-2,8210,Steamboat Springs Middle School,M,NORTHWEST REGION,Rural,,77.5,Performance Plan: Meets 95% Participation,,
2770,Steamboat Springs RE-2,8358,Strawberry Park Elementary School,E,NORTHWEST REGION,Rural,,80.9,Performance Plan: Meets 95% Participation,,
2770,Steamboat Springs RE-2,9757,Yampa Valley High School,H,NORTHWEST REGION,Rural,,69.12,AEC: Performance: Year 1 Exemption for Academic Data,,"2010 New school, deferred to district rating"
60,Strasburg 31J,8332,Hemphill Middle School,M,NORTHEAST REGION,Small Rural,,57.2,Performance Plan: Meets 95% Participation,,
60,Strasburg 31J,7133,Prairie Creek High School,H,NORTHEAST REGION,Small Rural,,70.6,AEC: Performance: Year 1 Exemption for Academic Data,,
60,Strasburg 31J,8328,Strasburg Elementary School,E,NORTHEAST REGION,Small Rural,,86.6,Performance Plan: Meets 95% Participation,,
60,Strasburg 31J,8334,Strasburg High School,H,NORTHEAST REGION,Small Rural,,58.2,Performance Plan: Meets 95% Participation,,2018 Approved request to reconsider
1480,Stratton R-4,8342,Stratton Elementary School,E,NORTHEAST REGION,Small Rural,,74.4,Performance Plan: Meets 95% Participation,,
1480,Stratton R-4,8351,Stratton Middle School,M,NORTHEAST REGION,Small Rural,,49.4,Improvement Plan: Meets 95% Participation,,
1480,Stratton R-4,8354,Stratton Senior High School,H,NORTHEAST REGION,Small Rural,,60,Performance Plan: Meets 95% Participation,,"2016 Insufficient state evidence, deferred to district rating"
3000,Summit RE-1,8372,Breckenridge Elementary School,E,NORTHWEST REGION,Rural,,85.8,Performance Plan: Meets 95% Participation,,
3000,Summit RE-1,8370,Dillon Valley Elementary School,E,NORTHWEST REGION,Rural,,51.9,Improvement Plan: Meets 95% Participation,,
3000,Summit RE-1,8374,Frisco Elementary School,E,NORTHWEST REGION,Rural,,70.2,Performance Plan: Low Participation,,
3000,Summit RE-1,8376,Silverthorne Elementary School,E,NORTHWEST REGION,Rural,,38.9,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
3000,Summit RE-1,8375,Snowy Peaks Junior/Senior High School,MH,NORTHWEST REGION,Rural,,55.8,Performance Plan: Low Participation,,"2010 New school; 2012, 2013, 2016 Approved request to reconsider; 2014 Denied request to reconsider, 2017 Partially approved request to reconsider"
3000,Summit RE-1,8385,Summit Cove Elementary School,E,NORTHWEST REGION,Rural,,73.1,Performance Plan: Meets 95% Participation,,
3000,Summit RE-1,8378,Summit High School,H,NORTHWEST REGION,Rural,,64.2,Performance Plan: Meets 95% Participation,,
3000,Summit RE-1,8377,Summit Middle School,M,NORTHWEST REGION,Rural,,67.3,Performance Plan: Meets 95% Participation,,
3000,Summit RE-1,8993,Upper Blue Elementary School,E,NORTHWEST REGION,Rural,,60.1,Performance Plan: Meets 95% Participation,,
2570,Swink 33,8452,Swink Elementary School,E,SOUTHEAST REGION,Small Rural,,82.8,Performance Plan: Meets 95% Participation,,
2570,Swink 33,8456,Swink Junior-Senior High School,MH,SOUTHEAST REGION,Small Rural,,62.5,Performance Plan: Meets 95% Participation,,
2830,Telluride R-1,8811,Telluride Elementary School,E,WEST CENTRAL REGION,Small Rural,,,Performance Plan,,"2016 New school, deferred to district rating; 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
2830,Telluride R-1,8794,Telluride High School,H,WEST CENTRAL REGION,Small Rural,,87.4,Improvement Plan: Decreased due to Participation,,
2830,Telluride R-1,8786,Telluride Intermediate School,E,WEST CENTRAL REGION,Small Rural,,78.1,Performance Plan: Meets 95% Participation,,
2830,Telluride R-1,8790,Telluride Middle School,M,WEST CENTRAL REGION,Small Rural,,94,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,865,B F Kitchen Elementary School,E,NORTH CENTRAL REGION,Not Rural,,64.4,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,808,Berthoud Elementary School,E,NORTH CENTRAL REGION,Not Rural,,71.8,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,812,Berthoud High School,H,NORTH CENTRAL REGION,Not Rural,,63.3,Performance Plan: Low Participation,,
1560,Thompson R2-J,870,Big Thompson Elementary School,E,NORTH CENTRAL REGION,Not Rural,,85.5,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,5312,Bill Reed Middle School,M,NORTH CENTRAL REGION,Not Rural,,51.4,Improvement Plan: Low Participation,,
1560,Thompson R2-J,1323,Carrie Martin Elementary School,E,NORTH CENTRAL REGION,Not Rural,,70.5,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,1385,Centennial Elementary School,E,NORTH CENTRAL REGION,Not Rural,,63.4,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,510,Conrad Ball Middle School,M,NORTH CENTRAL REGION,Not Rural,Year 1,45.5,Improvement Plan: Low Participation,,2017 Approved request to reconsider
1560,Thompson R2-J,1920,Cottonwood Plains Elementary School,E,NORTH CENTRAL REGION,Not Rural,,64.5,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,2089,Coyote Ridge Elementary School,E,NORTH CENTRAL REGION,Not Rural,,64.9,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,3320,Garfield Elementary School,E,NORTH CENTRAL REGION,Not Rural,,79.2,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,9260,Harold Ferguson High School,H,NORTH CENTRAL REGION,Not Rural,,58.15,AEC: Improvement Plan,,
1560,Thompson R2-J,3945,High Plains School,EM,NORTH CENTRAL REGION,Not Rural,,59.9,Performance Plan: Meets 95% Participation,,"2013, 2014, 2016 New school, deferred to district rating"
1560,Thompson R2-J,4332,Ivy Stockwell Elementary School,E,NORTH CENTRAL REGION,Not Rural,,81.2,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,5018,Laurene Edmondson Elementary School,E,NORTH CENTRAL REGION,Not Rural,,56.8,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,5170,Lincoln Elementary School,E,NORTH CENTRAL REGION,Not Rural,,75,Performance Plan: Meets 95% Participation,,2014 Approved request to reconsider; 2016 Denied request to reconsider
1560,Thompson R2-J,5235,Loveland Classical School,EMH,NORTH CENTRAL REGION,Not Rural,,81.3,Performance Plan: Low Participation,,
1560,Thompson R2-J,5316,Loveland High School,H,NORTH CENTRAL REGION,Not Rural,,62.5,Performance Plan: Low Participation,,2016 Approved request to reconsider
1560,Thompson R2-J,5335,Lucile Erwin Middle School,M,NORTH CENTRAL REGION,Not Rural,,52,Improvement Plan: Low Participation,,2017 Approved request to reconsider
1560,Thompson R2-J,890,Mary Blair Elementary School,E,NORTH CENTRAL REGION,Not Rural,,58.4,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,5992,Monroe Elementary School,E,NORTH CENTRAL REGION,Not Rural,Year 1,42.7,Improvement Plan: Meets 95% Participation,,
1560,Thompson R2-J,6163,Mountain View High School,H,NORTH CENTRAL REGION,Not Rural,,49.3,Performance Plan: Low Participation,,"2016, 2019 Approved request to reconsider"
1560,Thompson R2-J,6194,Namaqua Elementary School,E,NORTH CENTRAL REGION,Not Rural,Year 1,43.2,Improvement Plan: Meets 95% Participation,,
1560,Thompson R2-J,6220,New Vision Charter School,EM,NORTH CENTRAL REGION,Not Rural,,90,Performance Plan: Meets 95% Participation,,
1560,Thompson R2-J,7113,Ponderosa Elementary,E,NORTH CENTRAL REGION,Not Rural,,78.2,Performance Plan: Meets 95% Participation,,"2010 New school, deferred to district rating"
1560,Thompson R2-J,7640,Sarah Milner Elementary School,E,NORTH CENTRAL REGION,Not Rural,,48.1,Improvement Plan: Meets 95% Participation,,
1560,THOMPSON R2-J,7650,STANSBERRY ELEMENTARY SCHOOL,E,,,,72.9,School Code Closed 2019-20,,
1560,Thompson R2-J,8824,Thompson Valley High School,H,NORTH CENTRAL REGION,Not Rural,,63.8,Performance Plan: Low Participation,,2016 Approved request to reconsider
1560,Thompson R2-J,8918,Truscott Elementary School,E,NORTH CENTRAL REGION,Not Rural,,64.7,Performance Plan: Meets 95% Participation,,2016 Denied request to reconsider
1560,Thompson R2-J,8925,Turner Middle School,M,NORTH CENTRAL REGION,Not Rural,,58,Performance Plan: Low Participation,,
1560,THOMPSON R2-J,9055,VAN BUREN ELEMENTARY SCHOOL,E,,,,55.3,School Code Closed 2019-20,,2017 Approved request to reconsider
1560,Thompson R2-J,9228,Walt Clark Middle School,M,NORTH CENTRAL REGION,Not Rural,Year 1,41.1,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,2017 Approved request to reconsider
1560,Thompson R2-J,9674,Winona Elementary School,E,NORTH CENTRAL REGION,Not Rural,Year 1,46.8,Improvement Plan: Meets 95% Participation,,
1580,Trinidad 1,2481,Eckhart Elementary School,E,SOUTHEAST REGION,Small Rural,,,Performance Plan,,"2010, 2012, 2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating; School closed for 201314 and reopened for 201415"
1580,Trinidad 1,2944,Fisher's Peak Elementary School,E,SOUTHEAST REGION,Small Rural,Year 1,36.1,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,2017 Approved request to reconsider
1580,Trinidad 1,8906,Trinidad High School,H,SOUTHEAST REGION,Small Rural,,56.3,Performance Plan: Low Participation,,2016 Approved request to reconsider
1580,Trinidad 1,1386,Trinidad Middle School,M,SOUTHEAST REGION,Small Rural,,43.1,Improvement Plan: Meets 95% Participation,,
2730,Upper Rio Grande School District C-7,2148,Del Norte Elementary School,E,SOUTHWEST REGION,Small Rural,,49,Improvement Plan: Meets 95% Participation,,
2730,Upper Rio Grande School District C-7,2150,Del Norte High Jr./Sr. High School,MH,SOUTHWEST REGION,Small Rural,,57.6,Performance Plan: Meets 95% Participation,,
1828,Valley RE-1,515,Ayres Elementary School,E,NORTHEAST REGION,Rural,,,Improvement Plan,,"2010, 2012, 2013, 2014, 2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
1828,Valley RE-1,1220,Caliche Elementary School,E,NORTHEAST REGION,Rural,,66.4,Performance Plan: Meets 95% Participation,,
1828,Valley RE-1,1224,Caliche Junior-Senior High School,MH,NORTHEAST REGION,Rural,,56.2,Performance Plan: Meets 95% Participation,,
1828,Valley RE-1,1321,Campbell Elementary School,E,NORTHEAST REGION,Rural,,51.8,Improvement Plan: Meets 95% Participation,,
1828,Valley RE-1,8260,Sterling High School,H,NORTHEAST REGION,Rural,,57,Performance Plan: Meets 95% Participation,,
1828,Valley RE-1,8256,Sterling Middle School,M,NORTHEAST REGION,Rural,,69,Performance Plan: Meets 95% Participation,,
260,Vilas RE-5,9090,Vilas Elementary School,E,SOUTHEAST REGION,Small Rural,,70.6,Performance Plan: Meets 95% Participation,,"2016 Insufficient state evidence, deferred to district rating"
260,Vilas RE-5,9100,Vilas Undivided High School,MH,SOUTHEAST REGION,Small Rural,,64.3,Improvement Plan: Decreased due to Participation,,"2016, 2017 Insufficient state evidence, deferred to district rating"
230,Walsh RE-1,9222,Walsh Elementary School,E,SOUTHEAST REGION,Small Rural,Year 1,84.4,Performance Plan: Meets 95% Participation,,2011 Denied request to reconsider
230,Walsh RE-1,9226,Walsh High School,MH,SOUTHEAST REGION,Small Rural,,73.9,Performance Plan: Meets 95% Participation,,2010 Approved request to reconsider
3080,Weld County RE-1,3398,Gilcrest Elementary School,E,NORTH CENTRAL REGION,Rural,,59.9,Performance Plan: Meets 95% Participation,,
3080,Weld County RE-1,4854,North Valley Middle School,M,NORTH CENTRAL REGION,Rural,,69.3,Performance Plan: Meets 95% Participation,,
3080,Weld County RE-1,4852,Pete Mirich Elementary School,E,NORTH CENTRAL REGION,Rural,,71.1,Performance Plan: Meets 95% Participation,,
3080,Weld County RE-1,7056,Platteville Elementary School,E,NORTH CENTRAL REGION,Rural,,75.4,Performance Plan: Meets 95% Participation,,
3080,Weld County RE-1,7058,South Valley Middle School,M,NORTH CENTRAL REGION,Rural,,60.3,Performance Plan: Meets 95% Participation,,
3080,Weld County RE-1,9032,Valley High School,H,NORTH CENTRAL REGION,Rural,,49.9,Improvement Plan: Meets 95% Participation,,
3090,Weld County School District RE-3J,1299,Cardinal Community Academy Charter School,EM,NORTH CENTRAL REGION,Rural,,69.2,Performance Plan: Meets 95% Participation,,
3090,Weld County School District RE-3J,4526,Hoff Elementary School,E,NORTH CENTRAL REGION,Rural,,60.3,Performance Plan: Meets 95% Participation,,
3090,Weld County School District RE-3J,4148,Hudson Elementary School,E,NORTH CENTRAL REGION,Rural,,54.1,Performance Plan: Meets 95% Participation,,
3090,Weld County School District RE-3J,3090,Lochbuie Elementary School,E,NORTH CENTRAL REGION,Rural,,48.8,Improvement Plan: Meets 95% Participation,,
3090,Weld County School District RE-3J,5855,Meadow Ridge Elementary School,E,NORTH CENTRAL REGION,Rural,,,Insufficient State Data,,"2018 New school, deferred to district rating; 2019 Insufficient state evidence, deferred to district rating"
3090,Weld County School District RE-3J,9347,Weld Central Middle School,M,NORTH CENTRAL REGION,Rural,,44.5,Improvement Plan: Meets 95% Participation,,
3090,Weld County School District RE-3J,1446,Weld Central Senior High School,H,NORTH CENTRAL REGION,Rural,,49.6,Improvement Plan: Meets 95% Participation,,2016 Approved request to reconsider
3140,Weld Re-8 Schools,3070,Fort Lupton High School,H,NORTH CENTRAL REGION,Rural,,40.6,Turnaround Plan: Decreased due to Participation,Year 1 of Priority Improvement or Turnaround,
3140,Weld Re-8 Schools,3066,Fort Lupton Middle School,M,NORTH CENTRAL REGION,Rural,Year 2,47.9,Improvement Plan: Meets 95% Participation,Year 2 On Watch,2014 Denied request to reconsider
3140,Weld Re-8 Schools,7219,Kenneth Homyak PK-8,EM,NORTH CENTRAL REGION,Rural,,81.4,Performance Plan: Meets 95% Participation,,"2014 New school, deferred to district rating"
3140,Weld Re-8 Schools,5050,Leo William Butler Elementary School,E,NORTH CENTRAL REGION,Rural,,49.7,Improvement Plan: Meets 95% Participation,,
3140,Weld Re-8 Schools,8930,Twombly Elementary School,E,NORTH CENTRAL REGION,Rural,,53.2,Performance Plan: Meets 95% Participation,,2017 Approved request to reconsider
2505,Weldon Valley RE-20(J),9352,Weldon Valley Elementary School,E,NORTH CENTRAL REGION,Small Rural,,54,Performance Plan: Meets 95% Participation,,
2505,Weldon Valley RE-20(J),9360,Weldon Valley Jr/Sr High School,MH,NORTH CENTRAL REGION,Small Rural,,58.7,Performance Plan: Low Participation,,
2190,West End RE-2,6196,Naturita Elementary School,E,WEST CENTRAL REGION,Small Rural,,50,Improvement Plan: Meets 95% Participation,,
2190,West End RE-2,6436,Nucla High School,H,WEST CENTRAL REGION,Small Rural,,49.9,Improvement Plan: Meets 95% Participation,,"2016 Insufficient state evidence, deferred to district rating; 2017 Approved request to reconsider"
2190,West End RE-2,6307,Nucla Middle School,M,WEST CENTRAL REGION,Small Rural,,57.9,Performance Plan: Meets 95% Participation,,"2017 New school, deferred to district rating"
2190,West End RE-2,6718,Paradox Valley Charter School,EMH,WEST CENTRAL REGION,Small Rural,,87.9,Performance Plan: Meets 95% Participation,,"2010  Insufficient state evidence, deferred to district rating"
1340,West Grand 1-JT,9422,West Grand Elementary and Middle School,EM,NORTHWEST REGION,Small Rural,,46.1,Improvement Plan: Meets 95% Participation,,2018 Approved request to reconsider
1340,West Grand 1-JT,9420,West Grand High School,H,NORTHWEST REGION,Small Rural,,54.6,Performance Plan: Low Participation,,"2016, 2018 Approved request to reconsider"
70,Westminster Public Schools,4334,Colorado STEM Academy,EM,METRO REGION,Not Rural,,90.7,Performance Plan: Meets 95% Participation,,"2013 New school, deferred to district rating"
70,Westminster Public Schools,2876,Fairview Elementary School,E,METRO REGION,Not Rural,,50.7,Improvement Plan: Meets 95% Participation,,
70,Westminster Public Schools,3144,Francis M. Day Elementary School,E,METRO REGION,Not Rural,,42.3,Improvement Plan: Meets 95% Participation,,
